"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"Cenpq"	12.2105186698052	0.0104663683583405	0.161344657860004	0.867756351387003	0.999629461123645
"Sec23a"	60.6621916151757	-0.0494399624998327	0.132052682669754	0.577085040577509	0.999629461123645
"Fbxl21"	2.31177489426726	0.0461724130923567	0.18041565879108	0.164252136882388	0.999629461123645
"Gcsh"	50.3799580644834	0.0436988534146377	0.14854247488097	0.600648265475985	0.999629461123645
"Rnpc3"	2.83681920756031	-0.0293789045806157	0.174458919933951	0.406447520025572	0.999629461123645
"Rps24"	60.7283880194484	0.0332756917825322	0.134016483291908	0.704145318734784	0.999629461123645
"Rab32"	10.2625924308962	0.0278121172982795	0.164979509985255	0.646989544728991	0.999629461123645
"A830010M20Rik"	2.77568003674512	-0.0138036176029006	0.171712495379305	0.691426098954703	0.999629461123645
"Tanc2"	5.41930472053417	0.0127011731584246	0.168314181619901	0.787738991698716	0.999629461123645
"Lrtm2"	4.71695667992579	-0.0341650515588376	0.173000915305897	0.44687939839509	0.999629461123645
"Klhdc8b"	34.5872507509515	-0.0852485069354063	0.157615393537643	0.337983345163731	0.999629461123645
"Rasgrp3"	1.17474586135057	0.00685620717748983	0.173293873238725	0.761602717546229	0.999629461123645
"Dusp22"	13.8576871633392	-0.0888919943593903	0.185410860050876	0.219572651500595	0.999629461123645
"Smpd4"	11.375752041697	0.0115619116594042	0.161443179025927	0.854763288296266	0.999629461123645
"Tomm34"	40.9985667126767	-0.00914152206395009	0.140129860220843	0.912237127268511	0.999629461123645
"Bet1"	47.2209701304654	-0.122639059779391	0.165110032970881	0.204421049249285	0.999629461123645
"Kit"	1.70777271556753	0.00714156762616332	0.172617269715597	0.792967500404176	0.999629461123645
"Msx2"	17.7898665293793	0.0428536162527787	0.160898672869095	0.554820744258153	0.999629461123645
"Scn3b"	3.71243912462628	-0.0146917600095622	0.170684644647376	0.715054710293088	0.999629461123645
"Ctxn1"	99.7632699501388	-0.236024033641617	0.149747948659995	0.0296662158048838	0.574934789527153
"Morf4l2"	201.768096228959	-0.0459601929561164	0.10513069121174	0.584587709334588	0.999629461123645
"Lyz1"	2.17661823012842	0.0231962979215177	0.17410921001274	0.443070304940437	0.999629461123645
"Rgn"	1.97730084773918	0.00362255765467724	0.172316196586259	0.896780488835761	0.999629461123645
"Sfrp1"	199.178453136187	0.35731886503479	0.129447316875398	0.000896324009450333	0.0440359994116591
"Fuk"	22.1566620081259	-0.0580334638467282	0.161244459950863	0.457041250614893	0.999629461123645
"Rnf19a"	42.4754941042415	0.0554408135921247	0.143875363504534	0.505539271566768	0.999629461123645
"Coq4"	38.8482738487382	-0.0947399271411585	0.159562891899125	0.297093378917558	0.999629461123645
"Cradd"	9.73214514567477	-0.103801381281776	0.202287457671012	0.125420718316239	0.983800905648825
"Ndor1"	11.1466506026113	0.0363746062295869	0.165626113087764	0.565548885508351	0.999629461123645
"Snx16"	7.94651798315613	-0.0318470069379207	0.168543385765966	0.562997035122997	0.999629461123645
"1110012L19Rik"	38.2686770310058	-0.0495088141498954	0.145122243548817	0.562862130283512	0.999629461123645
"Pld3"	272.620577242435	-0.155160148189575	0.110557464619779	0.0810099710140986	0.876163991315585
"Syt12"	32.0740319566358	0.132400397320037	0.183309415622011	0.169935329936818	0.999629461123645
"Carm1"	20.5057126588919	0.0314157704690522	0.155479649952671	0.67615638794264	0.999629461123645
"Sorl1"	3.89966567893935	-0.030862215562728	0.173269656618094	0.454050742841005	0.999629461123645
"Defb10"	1.74329125169806	0.00982348673984258	0.172642645198507	0.728519850704064	0.999629461123645
"Klhl32"	18.4279354226785	-0.000665258960424316	0.154738762795891	0.991173694055676	0.999629461123645
"C5ar1"	5.58769404574639	0.017429285661463	0.168306644082184	0.720216675002499	0.999629461123645
"Aqp4"	1.70015623629904	-0.0269964005013169	0.175409012219778	0.332977765463381	0.999629461123645
"Slc22a8"	18.8480332097197	-0.253485373271408	0.334228699747329	0.0365093374930031	0.629319333064762
"Ntrk2"	463.674166882161	-0.11300658353262	0.0902150168973362	0.144676525206887	0.999629461123645
"Ipo9"	39.0798787248078	-0.0364148412085538	0.141451033657195	0.669085536492082	0.999629461123645
"Donson"	4.40862161322869	-0.0119779419728941	0.169437443570309	0.778703707585686	0.999629461123645
"Hipk1"	23.4788907147088	-0.0466254864685447	0.162776429414024	0.515017765819081	0.999629461123645
"Pacsin3"	28.6699098045459	-0.0558684758072941	0.156840657385555	0.488488745696597	0.999629461123645
"Hap1"	15.7724820032612	0.773538331576085	0.452378630403401	0.00338115769067978	0.129026253384903
"Exoc3l4"	17.5657643040744	0.157758498396928	0.231406699261694	0.0898033815205442	0.914752957543735
"Spa17"	36.3074801280468	-0.00461990261566895	0.142348666621687	0.954418901901631	0.999629461123645
"Zfp429"	2.4692456395596	-0.00359135542183067	0.171603927906266	0.909412405617006	0.999629461123645
"Rnf20"	12.8669341310179	-0.0215886923747242	0.160806264571898	0.740770873448402	0.999629461123645
"1500009C09Rik"	3.30838174497342	0.0300107502047598	0.173953280546521	0.42997875039867	0.999629461123645
"Tfdp1"	10.6972971565368	-0.0192865839174332	0.163150988703012	0.750288167616497	0.999629461123645
"Slc25a24"	10.6319005479417	0.0295387971334194	0.165481777220241	0.625369590262799	0.999629461123645
"Sema6a"	1.1450889267996	-0.00442411512804138	0.173226690586405	0.842641651872987	0.999629461123645
"Nup37"	7.82383180347258	-0.0146314376516312	0.166107055070254	0.781963067935894	0.999629461123645
"Tnrc6c"	10.2564046562985	-0.0110299793645984	0.162619337160299	0.851758240860398	0.999629461123645
"Plaa"	29.7878918422378	0.0276496512167014	0.146779014324198	0.735895727690179	0.999629461123645
"Dennd5a"	29.7798970756177	0.0292889067984776	0.151367377038481	0.710057823006169	0.999629461123645
"Pex19"	123.563760050203	-0.0406316014265255	0.117203431402203	0.64216773399977	0.999629461123645
"Olfr1372-ps1"	1.83947970543405	0.0225573774639934	0.174407111292673	0.42199156922608	0.999629461123645
"Rnf24"	4.99602912488149	0.0101572924235312	0.168843321398903	0.818802742921825	0.999629461123645
"Nipal3"	21.5229154298539	-0.0822682571024805	0.170218345195808	0.312607477809535	0.999629461123645
"Sccpdh"	65.4131317120178	-0.0560206540673462	0.131468502720511	0.530090944559256	0.999629461123645
"Tmem173"	18.5777717001771	0.149601804794065	0.230185215807374	0.0888853035424523	0.914752957543735
"Kbtbd2"	12.1125795865078	-0.0421733649079398	0.166423793217681	0.514862170612138	0.999629461123645
"Smyd4"	35.2497297403244	0.0265552581670336	0.142518269148155	0.751695037875325	0.999629461123645
"Asrgl1"	30.405691590382	-0.183626966242798	0.217357407123262	0.0872223809602286	0.906937277626692
"Mau2"	11.5712239479704	-0.0283596881450093	0.163892950934235	0.649026362641072	0.999629461123645
"Anln"	3.97992822052593	-0.0407976338823673	0.176139319171721	0.326244556192334	0.999629461123645
"Osgin1"	24.1334254136324	0.309168050821563	0.340259953642073	0.0275678068086642	0.552180068018906
"Hapln3"	1.29422251138645	-0.0260261040995888	0.175732582925834	0.284869852228171	0.999629461123645
"Camta2"	10.6084925338028	0.065771530439845	0.178787587626789	0.284986868807547	0.999629461123645
"Slc4a8"	8.25583393745253	0.0289030398477461	0.167957343032546	0.599494517073289	0.999629461123645
"Etv4"	3.59101862371833	-0.0251959824400394	0.172346704142673	0.525294707319029	0.999629461123645
"Pigx"	31.0068479847796	-0.0255240702669069	0.145900005344796	0.753671335870095	0.999629461123645
"Rnf4"	60.2109861288851	-0.0256711125766157	0.130108049458922	0.767941084866959	0.999629461123645
"Bmp7"	97.1200332755556	-0.119430747986949	0.143346886084188	0.216050603122511	0.999629461123645
"Fbxo36"	98.9108356344009	-0.173803624074609	0.151798471348919	0.0930872064247894	0.92802569946135
"1810034E14Rik"	1.86328424117207	0.0149676440497115	0.172934192283579	0.61382066159539	0.999629461123645
"Tm4sf1"	258.693761906809	0.321895352609086	0.137978118560608	0.00342928925754826	0.130045078563588
"Rnf114"	146.927041712772	0.904436790182336	0.136288280679175	2.13780133336189e-12	4.11781256830897e-10
"Ythdf1"	17.4632381844545	0.0459423141541975	0.161901433788632	0.529138106312837	0.999629461123645
"Tmem59l"	3.08388814626417	-0.0246658430262486	0.172815920442188	0.510331670676514	0.999629461123645
"Ybx3"	13.8079489070908	0.00613055007237836	0.15919041462719	0.926660670502992	0.999629461123645
"Pfdn2"	54.0290432233447	-0.0102197244644669	0.132776683765437	0.904844728743698	0.999629461123645
"Fam189b"	24.8221249130582	0.0816336281538471	0.166364589853079	0.331860520227091	0.999629461123645
"Tnfrsf12a"	1058.17839654906	0.0270873398339523	0.0679128211093914	0.667049968842867	0.999629461123645
"Haus3"	8.73222983333515	0.0190655968095894	0.166337020115756	0.725356765852622	0.999629461123645
"Slc25a23"	18.4797711059476	0.00468943465880797	0.154152385828647	0.948813240960516	0.999629461123645
"Dcp2"	14.3240775203059	0.743339395330913	0.483900288713814	0.00444981326899203	0.15881907064476
"Pced1b"	1.33327948476032	-0.0198225274857814	0.174450077773046	0.425393285593766	0.999629461123645
"Tsen54"	31.5298485761014	0.0431712872207389	0.149164923772577	0.603083510040203	0.999629461123645
"Prkg1"	1.97828772998497	-0.0155967231030657	0.172880582902767	0.604828124401785	0.999629461123645
"Slc25a38"	33.6338617462345	0.0618221589436585	0.152894748855796	0.467287952784558	0.999629461123645
"Med23"	3.10741420872187	0.0455305759795369	0.178979176019467	0.229321154079873	0.999629461123645
"Jag1"	3.48078786214746	-0.00839026567346306	0.170216037571331	0.828033731366605	0.999629461123645
"Itih4"	4.17817680799593	-0.0229568345605117	0.171026633862119	0.591203328984163	0.999629461123645
"Psip1"	5.89496787091243	0.00609012615293645	0.167287539128133	0.900797995944494	0.999629461123645
"Arpc5l"	158.650697439918	0.0808700779567742	0.111774177712717	0.355129059662686	0.999629461123645
"Sema6d"	2.99447155552704	0.0770748214403762	0.197080334044162	0.0307183848013809	0.582449374319934
"Ehd1"	140.886635008425	0.104459580991044	0.114434158562134	0.241003148983303	0.999629461123645
"Slc29a4"	319.309752322207	-0.0353147552540485	0.0914101530972321	0.65452513757008	0.999629461123645
"Fuca1"	160.120918511068	-0.167527306774152	0.117295018736463	0.0697120591363805	0.824954696890987
"Fau"	10.3410777164757	0.0537376801089438	0.172532714100079	0.386213365010976	0.999629461123645
"Abcf2"	39.314600794767	0.0305034182830427	0.144214027602772	0.715029036907741	0.999629461123645
"Cemip"	3.45412197638921	0.00379627055218545	0.170192478672524	0.921697143696036	0.999629461123645
"Heph"	3.73062837804448	-0.0437829946195492	0.177232392085115	0.291859587798757	0.999629461123645
"Dpcd"	345.110062550647	0.034151002662933	0.0953353005731882	0.670449595196599	0.999629461123645
"Abhd12"	96.6022933197616	-0.0954406650718753	0.124487046899668	0.297238634236356	0.999629461123645
"Rab38"	39.1754752848958	-0.0122726175227293	0.14084409449222	0.882064758176337	0.999629461123645
"Hmga1"	2.8102413051808	0.0567215124073113	0.184220531963405	0.125266762646618	0.983800905648825
"C130050O18Rik"	1.39889261503171	-0.00692374677752647	0.173076115932711	0.772061770480862	0.999629461123645
"Arpin"	12.1206092778543	0.00590825580856627	0.159906313852533	0.928161308705642	0.999629461123645
"Tada2a"	10.6422999085754	-0.0279080484203858	0.16459030675771	0.647558273251731	0.999629461123645
"Enox2"	7.44629720897155	0.00644643472017432	0.165080240739625	0.906415872534897	0.999629461123645
"Ccdc190"	8.22203260125054	0.0273199495553903	0.169856765554852	0.578078914562641	0.999629461123645
"Cib2"	21.0006478294948	0.0325269541213848	0.155553668300597	0.666376419279065	0.999629461123645
"1700030K09Rik"	11.4997507937437	0.0300668431373403	0.164273077508477	0.632411738329136	0.999629461123645
"Polr2m"	354.411572347445	-0.0922854451288533	0.0887358590799812	0.227507069882161	0.999629461123645
"Mrto4"	47.8172699575807	-0.0521259282625292	0.140942696943132	0.551319830489522	0.999629461123645
"Crb2"	61.9593685404986	-0.223474820267479	0.184927769622003	0.0525493345853679	0.730174449729322
"Stard8"	3.14135939121759	-0.00927231393080826	0.170596060349602	0.804888094781381	0.999629461123645
"Parp10"	32.5963958254975	2.59879105195896	0.325274061855609	1.24948555444382e-16	4.09797491977723e-14
"Spry3"	2.84760957549854	0.0298844907140995	0.174713126726809	0.38790504571319	0.999629461123645
"Eml2"	46.044306830272	-0.0932322647055192	0.151952607050059	0.312452638704291	0.999629461123645
"Atxn7"	6.38906894609661	0.025507250432772	0.169501178289975	0.603791750267129	0.999629461123645
"Tmem87b"	14.8164034642155	0.0596088861868769	0.169175128038345	0.40067882058853	0.999629461123645
"Zfand2a"	36.0347736637007	-0.0183033059673426	0.141306817425231	0.825635851570208	0.999629461123645
"Tep1"	5.59682786577678	0.0387886997351229	0.17351372591521	0.416650014231855	0.999629461123645
"Vps37d"	1.28356598492111	0.00834581044923679	0.173222556478143	0.723272479212726	0.999629461123645
"Ubn2"	10.0266068017204	-0.0148150043793416	0.162780723923935	0.805050549569577	0.999629461123645
"Gas1"	10.6451535109733	-0.0134109944654953	0.163423258411557	0.818736772001149	0.999629461123645
"Hmgcs1"	188.321612959192	-0.0168905227949895	0.103579677563543	0.838782476631682	0.999629461123645
"Chsy1"	5.60229668638942	0.0282947863555507	0.170509098178782	0.55605574537972	0.999629461123645
"Slc5a6"	33.3509420727822	-0.185776171683366	0.219092661489574	0.084750973397813	0.893530027960435
"Aftph"	21.6268309837445	0.0740322352018088	0.16637526877032	0.359893875402527	0.999629461123645
"Tbc1d5"	11.0840157481535	0.000315919024678349	0.162430190510243	0.996722789579788	0.999629461123645
"Zranb1"	7.05760236391987	-0.0385853280392941	0.171940412874212	0.454467972149964	0.999629461123645
"Chm"	23.1651111849911	-0.0661302974394355	0.16252541155689	0.409334049996374	0.999629461123645
"Ccl12"	21.0043343362185	2.5869384535714	0.420906073683092	6.14632656962784e-11	1.05050243552724e-08
"Mrps28"	64.4577301708135	0.0674690041528683	0.134275926234809	0.456220441984787	0.999629461123645
"Wdr24"	28.5676599889445	-0.0437857451637596	0.150536712884235	0.592836391065554	0.999629461123645
"Enah"	87.7079906504658	0.235240923058235	0.168787454302732	0.0389976519211866	0.645074987850638
"Arl4c"	20.5013810831753	0.0506199811625873	0.160449840877369	0.507106742732572	0.999629461123645
"Tnfsf9"	9.18883872089902	-0.0233607051752722	0.165562852344522	0.682319170890407	0.999629461123645
"Tmem45a"	11.0157143688506	0.0357212393043887	0.167356623616282	0.549728371917492	0.999629461123645
"Nprl3"	35.9306334892356	-0.114320606807748	0.178697156248486	0.209140845640501	0.999629461123645
"Fam20a"	1.80120627190484	0.000556018059501473	0.172301280059223	0.984787431055116	0.999629461123645
"Thap12"	21.535319370103	0.0525702713703715	0.158889392043444	0.502479611054361	0.999629461123645
"Ripk3"	4.84719141418765	0.078818701326182	0.194728781747913	0.0851196698440822	0.895246098425272
"Stx3"	32.8446463096102	0.0766246247711743	0.159864219606117	0.37152904325039	0.999629461123645
"Arhgap28"	4.52913140752348	0.0330400530301175	0.173274804931593	0.44342390671257	0.999629461123645
"Tmem202"	6.15771897765238	-0.0255072179003593	0.169025346659337	0.610971304949829	0.999629461123645
"Rps6kb2"	17.3626087284708	-0.0789464958813094	0.174374660497773	0.300422868201134	0.999629461123645
"Cfap36"	126.229190135308	-0.0983343547514547	0.120967139263522	0.279377769029307	0.999629461123645
"Tmem167b"	26.6649782350533	-0.0412463220696504	0.151384239397402	0.608149852192807	0.999629461123645
"Zfp456"	1.40039137289177	0.00290244352679078	0.172764774100832	0.907800458067659	0.999629461123645
"Ahcyl2"	85.7743327262935	-0.54719196132629	0.180510770380269	0.000197874213999518	0.0116563280916707
"Kcnab1"	8.47759667623342	0.165046811775165	0.278277255022214	0.0325294330153593	0.592709714176254
"Mcu"	8.73266577319849	-0.0731810877111157	0.183055452764921	0.234470079609088	0.999629461123645
"Isca2"	185.075601809066	-0.197069895261552	0.120304276802693	0.0377078833367492	0.64101572315309
"Lrrc57"	28.4147405199083	-0.173991237497658	0.21872242234443	0.0936856250071967	0.928860905797662
"Gemin8"	6.01412904107653	-0.0179312720128692	0.168296929358362	0.711922502649867	0.999629461123645
"Fam91a1"	37.5324961398537	0.0115719391495654	0.143509777190783	0.888989143140081	0.999629461123645
"Stx5a"	76.671623697429	0.0291618932898497	0.122761506907707	0.740280449546861	0.999629461123645
"Psmg1"	38.7760271631145	0.0117465999817453	0.139003507957992	0.890300044312832	0.999629461123645
"Galm"	55.5449512193967	-0.0593768878400045	0.143815046376377	0.499215444234587	0.999629461123645
"Alad"	97.2815238276643	-0.348384739064121	0.174314258028577	0.00617226328302491	0.199203231222094
"Man1a2"	33.5061610631959	-0.00665330645828105	0.143462380217774	0.934220574030582	0.999629461123645
"Mfsd7b"	6.11229761550651	0.00675637725913952	0.166979205541632	0.89209172381732	0.999629461123645
"Cd2ap"	34.6554232094223	-0.0083563445941736	0.145719561601079	0.916356409138189	0.999629461123645
"Ecscr"	13.24961799594	0.0239244370113212	0.162469981671238	0.706348478914387	0.999629461123645
"Dtnbp1"	50.8592115187533	0.0840930125348034	0.146266297001305	0.35977319146652	0.999629461123645
"Lpcat2"	28.4821418148808	-0.110854395162985	0.177778643364995	0.217769791751834	0.999629461123645
"Mrgpre"	11.2982478916781	-0.0337173145097526	0.16552632461991	0.585627769590381	0.999629461123645
"Eogt"	4.33821279835548	-0.00948128445787869	0.1693791140696	0.822473746710997	0.999629461123645
"Rpgr"	13.8844743359126	-0.0156565694879168	0.160064102719344	0.8102730756504	0.999629461123645
"Gapdh"	4.66075061603301	0.0261644596485154	0.171916473088423	0.533352303912912	0.999629461123645
"Slc25a29"	9.22577978470714	0.052031503167786	0.172999290319757	0.387394027559083	0.999629461123645
"Mapk9"	37.4644539392278	-0.0695815552238438	0.151779041589636	0.424561090846476	0.999629461123645
"Wdr46"	13.4334964532094	-0.0154589932911506	0.159442049068307	0.814575704724095	0.999629461123645
"Pigz"	3.6075617756104	-0.0263124611617099	0.17288803927403	0.494972638208351	0.999629461123645
"Limk1"	3.58208723351107	0.00735843338116772	0.170186495683054	0.850551473180946	0.999629461123645
"Cbx4"	5.36072858356098	0.0516146654691844	0.178393964360298	0.280213352859313	0.999629461123645
"Zmynd11"	30.5773979718967	0.022058533947255	0.146353372144159	0.787137216532397	0.999629461123645
"Mapk8"	5.55254829468894	0.0336792886150047	0.171769350939513	0.487528924664457	0.999629461123645
"Bloc1s4"	23.4035303466388	0.0361268308008223	0.154918157183619	0.63887592060233	0.999629461123645
"Rn45s"	94.2615071999723	0.36178341505625	0.180592881498046	0.00568397263806821	0.187942800988986
"Jrk"	11.0811725778991	0.0161329653928286	0.161656639818725	0.798740224657695	0.999629461123645
"Fam171a1"	7.24196541211326	0.0187453966235771	0.166788597099987	0.724335551389066	0.999629461123645
"Rassf9"	4.66562019453744	0.0149991062553309	0.170143211513392	0.718583212066052	0.999629461123645
"Mex3c"	14.1909069002358	-0.0149860995731077	0.159500740856434	0.819549100500404	0.999629461123645
"Ccl5"	45.4738094337029	1.91567222082847	1.06236425810427	0.00147855789741636	0.0654828470260857
"Map3k7"	25.3628989733571	0.0121568249523479	0.150684422499497	0.875699729523604	0.999629461123645
"Taf10"	14.2837512205664	0.015745428519812	0.160971860744104	0.806940425766474	0.999629461123645
"Siva1"	51.8070783907926	-0.128617493965832	0.159177921094739	0.190812269754732	0.999629461123645
"Creb1"	10.2862192289354	0.0166696318857996	0.163052550279014	0.784092020727335	0.999629461123645
"Lyrm4"	30.1093493659196	-0.105183149382787	0.173155462579964	0.241234174283663	0.999629461123645
"Znrd1"	19.6427551421636	0.033874248810017	0.156417986762868	0.651637885003137	0.999629461123645
"Mtm1"	9.93261098322704	-0.0499434244576749	0.171044579283193	0.419137854981348	0.999629461123645
"Nupl2"	13.840681406312	-0.023046058507378	0.160596655418988	0.727331957728646	0.999629461123645
"Asb6"	44.7186353317832	0.0556802439819965	0.143894438746217	0.524936441771004	0.999629461123645
"Rilpl2"	93.5220301224837	-0.0134629026804316	0.116401377583322	0.875772988565959	0.999629461123645
"Cluh"	40.6676474097695	0.000233930157996833	0.139312488448556	0.998751292941362	0.999629461123645
"Cnot1"	15.2592356317311	0.0533417733383	0.168100975035144	0.437779240686303	0.999629461123645
"Npnt"	3.11223673951509	-0.00899712657369324	0.170663792788423	0.808897171353565	0.999629461123645
"9330133O14Rik"	1.33915990300076	0.00253100838264668	0.172834346094716	0.918114845330119	0.999629461123645
"Cep41"	26.8836902723924	0.0184352373990111	0.1503790461916	0.813062477054345	0.999629461123645
"Mfsd4b3"	2.55311659656146	-0.0167555337765511	0.172329128976119	0.616725740044309	0.999629461123645
"Cpeb4"	10.6354344662477	0.0435329199203471	0.168711582596856	0.482732059563715	0.999629461123645
"Pigt"	64.82360086968	0.0573962732917439	0.13894682586852	0.518718247172557	0.999629461123645
"Dst"	18.3553425242716	-0.0815831918160394	0.173925801937434	0.297822119801667	0.999629461123645
"Plppr2"	5.73760820057964	-0.0469012780376348	0.175518630076266	0.346976033191804	0.999629461123645
"Chia1"	15.9865688029668	-0.114637083284787	0.199488314011742	0.151917203527192	0.999629461123645
"Pias2"	19.4179006390093	-0.0417731872212765	0.158447300270421	0.57669510607349	0.999629461123645
"Stam"	25.6118462822385	-0.100262719491681	0.173652276155513	0.25103733704021	0.999629461123645
"Snrpa1"	34.3810811606472	-0.0254257287732473	0.143668907846377	0.758684491025694	0.999629461123645
"Rbm17"	24.9310175212594	0.0428256033669974	0.156287839156636	0.580663177801318	0.999629461123645
"Fdxacb1"	3.85594725540781	0.0113936921396545	0.170202181713485	0.776991105720895	0.999629461123645
"Dera"	13.1870804945366	0.0356281780779005	0.164811461950798	0.580622166247222	0.999629461123645
"Nup98"	12.0628243030469	-0.00768218909580365	0.160606715140715	0.902240926822384	0.999629461123645
"Ralgds"	22.0225861558169	0.0317533466962918	0.154467135623916	0.67745060823667	0.999629461123645
"Trmt1l"	28.796962497272	0.0619630593025867	0.155170156717653	0.460436714313493	0.999629461123645
"Tnfaip3"	4.20508523624803	0.0697181418915436	0.190323256307928	0.0890246638022519	0.914752957543735
"Slc50a1"	43.6370629576381	0.156535538932263	0.182531521244299	0.128923287981965	0.990527076609337
"Foxo1"	40.0255710157634	0.258897019055825	0.248289774854467	0.0415388540276014	0.664930249871652
"Utp18"	4.590759184197	0.00292799117883582	0.169254368832358	0.945089443792091	0.999629461123645
"Plvap"	68.5663877091543	0.287471502231795	0.202763812606414	0.0240719664195504	0.503643642243524
"Adam15"	14.5105772219706	-0.0287882066102668	0.161331106022006	0.665697076383911	0.999629461123645
"Rplp0"	307.923129479376	-0.029008044086681	0.0933898529306291	0.717737103382925	0.999629461123645
"Cfap70"	2.77387419956687	0.0277032112161715	0.174171972901012	0.424612790025865	0.999629461123645
"Cxcl12"	8.51449432646622	0.0116241795417604	0.164367111493539	0.838964195307161	0.999629461123645
"Prorsd1"	57.0810447812267	-0.0738987737246076	0.147671764977028	0.407833238528063	0.999629461123645
"Cdnf"	1.22021296149057	0.0184479274886309	0.174419118470372	0.431132392219603	0.999629461123645
"Ola1"	42.6793017733558	0.015759978300279	0.139703034512064	0.852421918776934	0.999629461123645
"Zfp788"	3.80106725522758	0.00683000541225273	0.169674932709146	0.867628327153424	0.999629461123645
"Abr"	28.6924284887085	-0.0102179135261137	0.148882594062555	0.894619878700193	0.999629461123645
"Mxi1"	13.374999972269	-0.111415268606975	0.201668266441042	0.140774199510571	0.999629461123645
"Mib2"	24.4497511173221	-0.0188520139045262	0.153147293278416	0.800249174673736	0.999629461123645
"Rab40b"	4.03937673545663	-0.0502961173584374	0.179804361764412	0.226535342841095	0.999629461123645
"Hspa8"	253.432297949972	0.00481060642767532	0.145320078980857	0.951147088345767	0.999629461123645
"Aldh16a1"	28.3507891401552	-0.0305884559723516	0.148315509027179	0.703515357647983	0.999629461123645
"Dynll2"	90.0265518502871	0.0356889585984582	0.11885693016235	0.684504857374486	0.999629461123645
"Eif2b5"	35.6920532048272	-0.00460346320954136	0.141540937405794	0.954697607913611	0.999629461123645
"Gatsl2"	20.9705141632593	-0.0679985306531657	0.16482143435951	0.388955421942101	0.999629461123645
"Add3"	49.2213536904864	-0.122372116890714	0.161608764260907	0.207072109146948	0.999629461123645
"Ms4a6c"	1.50285311285485	-0.000692004257883724	0.172572387776844	0.978810525597428	0.999629461123645
"Col6a1"	9.76691395108399	-0.016118757837374	0.164465148168046	0.777097592971064	0.999629461123645
"Spty2d1"	11.0620961099753	0.145804908280514	0.240396979137324	0.0658394133417909	0.80506150225522
"Ppp3r1"	81.5959043094308	-0.0581963364169467	0.128049080537098	0.514796983607475	0.999629461123645
"Naa25"	4.11279590682241	0.028575387025494	0.172827578211527	0.483716149393587	0.999629461123645
"Cldn22"	1.27637037508304	0.0109275136597134	0.173380710149143	0.6514728775331	0.999629461123645
"Gsk3b"	16.5450001832606	-0.0167504327040147	0.158526077126911	0.804297377697604	0.999629461123645
"Mtap"	39.5354416086899	-0.341254126589258	0.261370623953801	0.0184589669951373	0.432431591671798
"Spag4"	2.12720968165633	0.0274683807090492	0.174689357039358	0.393251269176323	0.999629461123645
"Snx14"	9.95266370914492	-0.0511204540525159	0.172476564746413	0.395014155980921	0.999629461123645
"Slc16a11"	5.90540282264933	0.0143018338077073	0.168444286395076	0.761221553846207	0.999629461123645
"Eif3k"	117.976869431136	0.196165009275899	0.134503466516272	0.0512285861470385	0.730174449729322
"Phc1"	9.05556827694786	0.00135471993082147	0.163425802871921	0.981225638920743	0.999629461123645
"Zfp142"	3.52896707806938	0.0812020448923458	0.19865090391644	0.0427768679830407	0.676789169457886
"Tchp"	7.93229729135105	-0.0292603754963339	0.168092622265655	0.590833006269435	0.999629461123645
"H2-DMb2"	1.88310543691851	0.0238851810549048	0.17453336106257	0.406748931896144	0.999629461123645
"Robo3"	2.12341702996829	-0.0226848408419906	0.173773348410001	0.470505067911025	0.999629461123645
"Mysm1"	4.30884917655137	-0.00599672713119453	0.169265819235354	0.88499966354372	0.999629461123645
"Rab3d"	16.8523819803412	0.00490621142157135	0.156515756025069	0.944889033431292	0.999629461123645
"Hnrnpa3"	16.5670183239594	0.0285697896731883	0.160217466714172	0.677841544359309	0.999629461123645
"Pdk3"	119.343017462729	0.327905513583224	0.15458678798508	0.0054488690891967	0.185215760216812
"Pomgnt1"	164.799194923447	-0.361952783645719	0.161094426405765	0.00335034402436263	0.128933973864104
"Lsg1"	34.9905009534628	-0.019722787915705	0.144938093976051	0.808171319919947	0.999629461123645
"Hpgd"	5.23838275507912	0.118895042622046	0.228369485223376	0.0324138444862775	0.592709714176254
"C2cd2l"	20.3368091319277	-0.0540135090411097	0.160927231206518	0.482155632288912	0.999629461123645
"Arntl"	5.18268325233292	0.0336499068944361	0.17237030202984	0.470750309151969	0.999629461123645
"Opa1"	17.5220677995544	-0.276195138420651	0.38596310849959	0.0286480995847538	0.562531858351112
"Pfdn4"	32.5354805916336	0.0345863643844758	0.148816034494562	0.671179554157748	0.999629461123645
"Rab33b"	18.6603691621308	-0.0342760367624724	0.158828676158196	0.633127943727944	0.999629461123645
"Acad12"	3.24430389887428	-0.0156394298616335	0.171272460682121	0.67756944533992	0.999629461123645
"Zkscan6"	11.6847811023814	-0.0034210987531783	0.161199928387892	0.954638029421461	0.999629461123645
"Rpp38"	17.642439829982	0.0125609213239511	0.15542224064797	0.861637011762625	0.999629461123645
"Vcp"	136.191324615787	-0.000133213469189874	0.16423470936372	0.997569593945893	0.999629461123645
"Lnpk"	15.2089054849636	-0.0284872200770172	0.160270600556056	0.675185833006356	0.999629461123645
"Zfp708"	1.61845997609224	-0.0313823795175115	0.17658151112688	0.251255097023624	0.999629461123645
"Hpn"	2.18105798095455	-0.0325694291837626	0.176186867184689	0.293313959888723	0.999629461123645
